suite_number,ship_date_kst,trans_date_utc_package,package_id,inner_package_id,profit_case,package_merchant,order_type,package_type,country_code,country_name,carrier,carrier_service,package_weight,dimension_weight,package_count,reference_type,goods_revenue_krw,goods_revenue_usd,warehouse_revenue_krw,warehouse_revenue_usd,shipping_revenue_krw,shipping_revenue_usd,profit_krw,profit_usd,storage_fee_usd,storage_fee_krw,request_photo_fee_usd,request_photo_fee_krw,repack_fee_usd,repack_fee_krw,bubble_wrap_fee_usd,bubble_wrap_fee_krw,vacuum_repack_fee_usd,vacuum_repack_fee_krw,plasticbox_fee_usd,plasticbox_fee_krw,remove_papertube_fee_usd,remove_papertube_fee_krw,inclusion_fee_usd,inclusion_fee_krw,bfm_extra_fee_usd,bfm_extra_fee_krw,receiving_fee_usd,receiving_fee_krw,package_extra_fee_usd,package_extra_fee_krw,shipping_fee_usd,shipping_fee_krw,customer_cost_krw,customer_cost_usd,original_cost_krw,original_cost_usd,fuel_surcharge_cost_krw,fuel_surcharge_cost_usd,marked_up_cost_krw,marked_up_cost_usd,origin_usd_krw_package,usd_krw_package
K7022,2025-02-18,2025-02-17,569693,0,1,ktown4u,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,16200,16200,1,ASN,0,0,0,0,233334,166.88,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.88,233334,,,,,,,,,1441.460282,1398.216474
D3987,2025-02-18,2025-02-17,572365,0,1,SHAREN,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,4600,4600,1,ASN,0,0,0,0,78020,55.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,78020,,,,,,,,,1441.460282,1398.216474
K7596,2025-02-18,2025-02-17,571991,0,1,ST,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,5000,6091,1,ASN,0,0,0,0,113367,81.08,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.08,113367,,,,,,,,,1441.460282,1398.216474
E2764,2025-02-19,2025-02-18,565079,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,2800,2800,1,ASN,0,0,0,0,61292,42.27,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.27,61292,,,,,,,,,1450,1450
G0995,2025-02-19,2025-02-18,573255,0,1,Granhand,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,700,972,1,ASN,0,0,0,0,41514,28.63,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.63,41514,,,,,,,,,1450,1450
D5285,2025-02-19,2025-02-18,573352,0,1,B. Stage,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,2800,12454,1,ASN,0,0,0,0,204030,140.71,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.71,204030,,,,,,,,,1450,1450
M7179,2025-02-19,2025-02-18,572647,0,1,T1 Shop,WE_SHIP,SINGLE,IS,Iceland,FEDEX,INTERNATIONAL_PRIORITY,400,907,1,ASN,0,0,0,0,47691,32.89,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,47691,,,,,,,,,1450,1450
L0073,2025-02-19,2025-02-18,571831,0,1,LeenaHoo ,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,6800,6800,1,ASN,0,0,0,0,121713,83.94,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.94,121713,,,,,,,,,1450,1450
B3281,2025-02-20,2025-02-19,573897,0,1,twitter,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1200,3794,1,ASN,0,0,0,0,68383,48.87,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.87,68383,,,,,,,,,1442.550178,1399.273673
A1621,2025-02-20,2025-02-19,572612,0,1,19729,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,900,1250,1,ASN,0,0,0,0,46288,33.08,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.08,46288,,,,,,,,,1442.550178,1399.273673
A1621,2025-02-20,2025-02-19,572855,0,1,19666,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1900,2398,1,ASN,0,0,0,0,55901,39.95,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.95,55901,,,,,,,,,1442.550178,1399.273673
A1621,2025-02-20,2025-02-19,573113,0,1,19749,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1000,1250,1,ASN,0,0,0,0,46288,33.08,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.08,46288,,,,,,,,,1442.550178,1399.273673
A1621,2025-02-20,2025-02-19,573239,0,1,19755,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,700,1061,1,ASN,0,0,0,0,46288,33.08,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.08,46288,,,,,,,,,1442.550178,1399.273673
B7118,2025-02-20,2025-02-19,547559,0,1,Weverse ,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,300,1080,1,ASN,0,0,0,0,52025,37.18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.18,52025,,,,,,,,,1442.550178,1399.273673
B8924,2025-02-20,2025-02-19,573082,0,1,Melon,WE_SHIP,SINGLE,RO,Romania,FEDEX,INTERNATIONAL_PRIORITY,700,1539,1,ASN,0,0,0,0,70272,50.22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.22,70272,,,,,,,,,1442.550178,1399.273673
L9553,2025-02-20,2025-02-19,559421,0,1,알라딘 https:www.aladin.co.kr,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9500,9500,1,ASN,0,0,0,0,149890,107.12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.12,149890,,,,,,,,,1442.550178,1399.273673
B3579,2025-02-20,2025-02-19,574373,0,1,Elena Tadic,WE_SHIP,SINGLE,NL,Netherlands,FEDEX,INTERNATIONAL_PRIORITY,700,1530,1,ASN,0,0,0,0,57538,41.12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.12,57538,,,,,,,,,1442.550178,1399.273673
B7792,2025-02-20,2025-02-19,574374,0,1,Online Atomy,WE_SHIP,SINGLE,NL,Netherlands,FEDEX,INTERNATIONAL_PRIORITY,3400,6002,1,ASN,0,0,0,0,121681,86.96,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.96,121681,,,,,,,,,1442.550178,1399.273673
A4231,2025-02-20,2025-02-19,574453,0,1,Ktown4u ,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,7600,9235,1,ASN,0,0,0,0,149890,107.12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.12,149890,,,,,,,,,1442.550178,1399.273673
N5594,2025-02-20,2025-02-19,569676,0,1,sunoobar,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1300,2851,1,ASN,0,0,2799,2,59105,42.24,,,0,0,2,2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.24,59105,,,,,,,,,1442.550178,1399.273673
C6132,2025-02-20,2025-02-20,574891,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1200,4043,1,ASN,0,0,0,0,74585,53.42,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.42,74585,,,,,,,,,1439.382913,1396.201426
E2296,2025-02-21,2025-02-20,574953,0,1,Weverse,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,1200,2714,1,ASN,0,0,0,0,67562,48.39,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.39,67562,,,,,,,,,1439.382913,1396.201426
B8924,2025-02-21,2025-02-20,573074,0,1,Melon,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,700,1539,1,ASN,0,0,0,0,57537,41.21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.21,57537,,,,,,,,,1439.382913,1396.201426
F9620,2025-02-21,2025-02-20,569671,0,1,https:www.interasia.co.kr,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,14700,14700,1,ASN,0,0,2792,2,219050,156.89,,,0,0,2,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.89,219050,,,,,,,,,1439.382913,1396.201426
N0530,2025-02-21,2025-02-20,563405,0,1,Cokodive,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1800,4066,1,ASN,0,0,0,0,74585,53.42,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.42,74585,,,,,,,,,1439.382913,1396.201426
H1057,2025-02-21,2025-02-20,575225,0,1,우리홍삼,WE_SHIP,SINGLE,NZ,New Zealand,FEDEX,INTERNATIONAL_CONNECT_PLUS,2200,3732,1,ASN,0,0,0,0,75213,53.87,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.87,75213,,,,,,,,,1439.382913,1396.201426
O8539,2025-02-21,2025-02-20,575500,0,1,atomy,WE_SHIP,SINGLE,IL,Israel,FEDEX,INTERNATIONAL_PRIORITY,5400,8118,1,ASN,0,0,0,0,185960,133.19,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.19,185960,,,,,,,,,1439.382913,1396.201426
O8539,2025-02-21,2025-02-20,573229,0,1,atomy,WE_SHIP,SINGLE,IL,Israel,FEDEX,INTERNATIONAL_PRIORITY,900,1411,1,ASN,0,0,0,0,60414,43.27,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.27,60414,,,,,,,,,1439.382913,1396.201426
O8539,2025-02-21,2025-02-20,575184,0,1,atomy,WE_SHIP,SINGLE,IL,Israel,FEDEX,INTERNATIONAL_PRIORITY,5600,5859,1,ASN,0,0,0,0,144591,103.56,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.56,144591,,,,,,,,,1439.382913,1396.201426
O8539,2025-02-21,2025-02-20,575206,0,1,atomy,WE_SHIP,SINGLE,IL,Israel,FEDEX,INTERNATIONAL_PRIORITY,9900,9900,1,ASN,0,0,0,0,222918,159.66,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.66,222918,,,,,,,,,1439.382913,1396.201426
E4026,2025-02-21,2025-02-20,571013,0,1,Atomy,WE_SHIP,SINGLE,BE,Belgium,FEDEX,INTERNATIONAL_PRIORITY,3000,3000,1,ASN,0,0,2792,2,67562,48.39,,,0,0,2,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.39,67562,,,,,,,,,1439.382913,1396.201426
E4026,2025-02-21,2025-02-20,571326,0,1,Atomy,WE_SHIP,SINGLE,BE,Belgium,FEDEX,INTERNATIONAL_PRIORITY,2200,2722,1,ASN,0,0,2792,2,67562,48.39,,,0,0,2,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.39,67562,,,,,,,,,1439.382913,1396.201426
I3598,2025-02-21,2025-02-20,550307,0,1,이서연,WE_SHIP,SINGLE,BE,Belgium,FEDEX,INTERNATIONAL_PRIORITY,100,101,1,ASN,0,0,0,0,35422,25.37,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.37,35422,,,,,,,,,1439.382913,1396.201426
L2737,2025-02-21,2025-02-20,554430,0,1,Weverse Global,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1600,2285,1,ASN,0,0,0,0,55904,40.04,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.04,55904,,,,,,,,,1439.382913,1396.201426
D8449,2025-02-21,2025-02-20,574864,0,1,Weverse ,WE_SHIP,SINGLE,NZ,New Zealand,FEDEX,INTERNATIONAL_CONNECT_PLUS,1200,4043,1,ASN,0,0,0,0,82557,59.13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.13,82557,,,,,,,,,1439.382913,1396.201426
C0911,2025-02-21,2025-02-20,575305,0,1,KTOWN4U,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9400,15682,1,ASN,0,0,0,0,228516,163.67,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.67,228516,,,,,,,,,1439.382913,1396.201426
A2365,2025-02-24,2025-02-21,574849,0,1,Weverse Shop,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,1200,4043,1,ASN,0,0,0,0,86124,61.58,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.58,86124,,,,,,,,,1441.830343,1398.575433
O2471,2025-02-24,2025-02-20,573299,0,1,Vlast,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,800,1338,1,ASN,0,0,2792,2,46284,33.15,,,0,0,2,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.15,46284,,,,,,,,,1439.382913,1396.201426
L4545,2025-02-24,2025-02-21,564419,0,1,ALLYCAMERA,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_PRIORITY,1300,2254,1,ASN,0,0,0,0,55901,39.97,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.97,55901,,,,,,,,,1441.830343,1398.575433
E8931,2025-02-24,2025-02-21,575486,0,1,CHEONYU.COM,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,12100,12100,1,ASN,0,0,0,0,196738,140.67,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.67,196738,,,,,,,,,1441.830343,1398.575433
I5582,2025-02-24,2025-02-21,576179,0,1,Weverse,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_PRIORITY,600,1736,1,ASN,0,0,0,0,49705,35.54,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.54,49705,,,,,,,,,1441.830343,1398.575433
N8073,2025-02-24,2025-02-21,571453,0,1,NaverrStore ,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,200,905,1,ASN,0,0,2797,2,40894,29.24,,,0,0,2,2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.24,40894,,,,,,,,,1441.830343,1398.575433
N9564,2025-02-24,2025-02-21,576270,0,1,DEAR MY MUSE,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,600,1228,1,ASN,0,0,0,0,46293,33.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.1,46293,,,,,,,,,1441.830343,1398.575433
H4744,2025-02-24,2025-02-21,572865,0,1,Dalcomsoft,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,700,1426,1,ASN,0,0,2797,2,46293,33.1,,,0,0,2,2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.1,46293,,,,,,,,,1441.830343,1398.575433
H5949,2025-02-24,2025-02-21,574967,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1200,2714,1,ASN,0,0,0,0,59104,42.26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.26,59104,,,,,,,,,1441.830343,1398.575433
C4671,2025-02-24,2025-02-21,530463,0,1,Mofun,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,3500,5248,1,ASN,0,0,39160,28,102572,73.34,,,28,39160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.34,102572,,,,,,,,,1441.830343,1398.575433
I2585,2025-02-24,2025-02-22,575394,0,1,Beatroad,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,200,486,1,ASN,0,0,2784,2,36170,25.98,,,0,0,2,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98,36170,,,,,,,,,1435.282283,1392.223815
H2266,2025-02-24,2025-02-22,549599,0,1,MAKESTAR,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,3600,4406,1,ASN,0,0,2784,2,74581,53.57,,,0,0,2,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.57,74581,,,,,,,,,1435.282283,1392.223815
A4624,2025-02-24,2025-02-22,572379,0,1,I’ve mmt winner,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,6300,6300,1,ASN,0,0,0,0,113369,81.43,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.43,113369,,,,,,,,,1435.282283,1392.223815
D3987,2025-02-24,2025-02-22,576280,0,1,Sharen,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,12700,12700,1,ASN,0,0,0,0,200076,143.71,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.71,200076,,,,,,,,,1435.282283,1392.223815
D3987,2025-02-24,2025-02-22,576313,0,1,SHAREN,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,8000,8064,1,ASN,0,0,0,0,134948,96.93,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.93,134948,,,,,,,,,1435.282283,1392.223815
L2254,2025-02-24,2025-02-23,532968,0,1,Mofun,WE_SHIP,SINGLE,IT,Italia,FEDEX,INTERNATIONAL_PRIORITY,2700,5248,1,ASN,0,0,36234,26,109331,78.45,,,26,36234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.45,109331,,,,,,,,,1436.735039,1393.632988
C2806,2025-02-25,2025-02-24,551689,0,1,T1 Shop,WE_SHIP,SINGLE,ES,Spain,FEDEX,INTERNATIONAL_PRIORITY,300,562,1,ASN,0,0,0,0,40889,29.34,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.34,40889,,,,,,,,,1436.73501,1393.63296
A1621,2025-02-25,2025-02-24,574771,0,1,18030,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,900,900,1,ASN,0,0,0,0,40889,29.34,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.34,40889,,,,,,,,,1436.73501,1393.63296
F6548,2025-02-25,2025-02-06,565803,0,1,Yes24,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,600,1096,1,ASN,0,0,0,0,26000,18.54,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54,26000,,,,,,,,,1445.740282,1402.368074
D3987,2025-02-25,2025-02-24,576661,0,1,Sharen,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,5200,6912,1,ASN,0,0,0,0,117358,84.21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.21,117358,,,,,,,,,1436.73501,1393.63296
L4524,2025-02-25,2025-02-24,544300,0,1,Gmarket,WE_SHIP,SINGLE,PL,Poland,FEDEX,INTERNATIONAL_PRIORITY,2800,4277,1,ASN,0,0,13936,10,95283,68.37,,,10,13936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.37,95283,,,,,,,,,1436.73501,1393.63296
B7792,2025-02-25,2025-02-24,576246,0,1,Atomy online,WE_SHIP,SINGLE,NL,Netherlands,FEDEX,INTERNATIONAL_PRIORITY,9300,21848,1,ASN,0,0,2787,2,357815,256.75,,,0,0,2,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.75,357815,,,,,,,,,1436.73501,1393.63296
A1621,2025-02-25,2025-02-24,573901,0,1,19682,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,700,2419,1,ASN,0,0,0,0,55913,40.12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.12,55913,,,,,,,,,1436.73501,1393.63296
A1621,2025-02-25,2025-02-24,573929,0,1,19788,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,900,1250,1,ASN,0,0,0,0,46296,33.22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.22,46296,,,,,,,,,1436.73501,1393.63296
C6014,2025-02-25,2025-02-24,566563,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,400,1080,1,ASN,0,0,4181,3,46296,33.22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4181,33.22,46296,,,,,,,,,1436.73501,1393.63296
C6014,2025-02-25,2025-02-24,565465,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1300,4594,1,ASN,0,0,4181,3,78016,55.98,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4181,55.98,78016,,,,,,,,,1436.73501,1393.63296
H7400,2025-02-25,2025-02-24,570393,0,1,IGS WATER,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,45700,45700,1,ASN,0,0,0,0,800851,574.65,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574.65,800851,,,,,,,,,1436.73501,1393.63296
L6442,2025-02-25,2025-02-24,558803,0,1,hellolive,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,200,294,1,ASN,0,0,8362,6,35426,25.42,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8362,0,0,0,0,0,0,25.42,35426,,,,,,,,,1436.73501,1393.63296
E4557,2025-02-26,2025-02-14,548751,0,1,Ktown4U,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,1800,2262,1,ASN,0,0,0,0,65930,47.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1,65930,,,,,,,,,1443.08023,1399.787823
L2526,2025-02-26,2025-02-25,577963,0,1,APPLEMUSIC,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,2500,2610,1,ASN,0,0,0,0,67565,48.71,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.71,67565,,,,,,,,,1429.980108,1387.080705
F0212,2025-02-26,2025-02-06,560630,0,1,Weverse Shop,WE_SHIP,SINGLE,SG,Singapore,FEDEX,INTERNATIONAL_CONNECT_PLUS,900,1740,1,ASN,0,0,0,0,16366,11.67,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,16366,,,,,,,,,1445.740282,1402.368074
K5035,2025-02-26,2025-02-25,569513,0,1,Soundwave,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_PRIORITY,400,400,1,ASN,0,0,48548,35,36175,26.08,,,0,0,4,5548,0,0,0,0,0,0,0,0,0,0,31,43000,0,0,0,0,0,0,26.08,36175,,,,,,,,,1429.980108,1387.080705
J5398,2025-02-26,2025-02-25,576938,0,1,두리가게,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,2600,3110,1,ASN,0,0,0,0,65137,46.96,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.96,65137,,,,,,,,,1429.980108,1387.080705
A3291,2025-02-26,2025-02-25,578027,0,1,Ktown4u ,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9700,20024,1,ASN,0,0,0,0,271063,195.42,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.42,271063,,,,,,,,,1429.980108,1387.080705
A3291,2025-02-26,2025-02-25,578031,0,1,Ktown4u ,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9400,15629,1,ASN,0,0,0,0,228522,164.75,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.75,228522,,,,,,,,,1429.980108,1387.080705
B3171,2025-02-26,2025-02-25,561231,0,1,MrsMun Korea,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1400,3237,1,ASN,0,0,0,0,65137,46.96,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.96,65137,,,,,,,,,1429.980108,1387.080705
B7792,2025-02-26,2025-02-25,576254,0,1,Atomy online,WE_SHIP,SINGLE,NL,Netherlands,FEDEX,INTERNATIONAL_PRIORITY,6600,8364,1,ASN,0,0,0,0,146392,105.54,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.54,146392,,,,,,,,,1429.980108,1387.080705
L4218,2025-02-26,2025-02-25,568593,0,1,Gaksulhee,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_PRIORITY,3400,3744,1,ASN,0,0,0,0,68383,49.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,68383,,,,,,,,,1429.980108,1387.080705
L4218,2025-02-26,2025-02-25,568595,0,1,Vivimore 비비모어,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_PRIORITY,9800,9800,1,ASN,0,0,0,0,154035,111.05,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.05,154035,,,,,,,,,1429.980108,1387.080705
L4218,2025-02-26,2025-02-25,567546,0,1,Vivimore,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_PRIORITY,2300,6820,1,ASN,0,0,0,0,117361,84.61,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.61,117361,,,,,,,,,1429.980108,1387.080705
